flightNumber,date,fare,fareClass,seatsAvailable,priceCategory
AI6038,2024-01-16T21:31:00,499.13,Business,114,Other
FJ6318,2024-06-30T13:04:00,714.86,Business,68,Other
FL9296,2025-12-23T20:02:00,646.92,Premium Economy,95,Other
VS4817,2025-11-25T21:00:00,586.21,Economy,183,Other
HX5528,2024-06-22T05:13:00,277.66,Economy,60,Low Fare
FI9857,2024-05-23T16:35:00,1054.57,Economy,35,Other
CI5156,2025-06-11T22:40:00,191.15,Economy,98,Low Fare
NZ6713,2024-02-26T20:36:00,820.22,Premium Economy,88,Other
PR5110,2025-04-16T14:51:00,377.9,Business,176,Low Fare
WO4855,2025-06-11T16:28:00,338.89,Business,190,Low Fare
FI3458,2024-06-22T14:38:00,214.31,Economy,126,Low Fare
XJ9825,2024-03-20T06:20:00,1375.45,Business,122,Other
TA2958,2024-01-23T03:46:00,186.43,Premium Economy,129,Low Fare
4O6400,2025-10-06T09:18:00,122.17,Business,124,Low Fare
TP6188,2025-11-16T09:14:00,717.7,Business,180,Other
MX2663,2024-05-13T08:18:00,1282.52,Premium Economy,196,Other
QK9380,2024-09-17T07:58:00,1079.69,Economy,189,Other
JL5027,2025-09-21T05:14:00,139.58,Premium Economy,158,Low Fare
ZW2013,2024-12-28T16:55:00,142.96,Premium Economy,200,Low Fare
DP4523,2025-01-29T17:13:00,910.01,Business,15,Other
FF8956,2024-04-26T03:21:00,714.81,Economy,34,Other
QF2155,2024-04-29T23:10:00,838.97,Business,168,Other
AA8897,2024-12-20T05:11:00,359.24,Economy,129,Low Fare
OZ1581,2024-09-28T23:12:00,1130.25,Business,67,Other
US3043,2025-04-23T09:54:00,251.17,Economy,153,Low Fare
MG6787,2024-05-17T02:11:00,115.17,Premium Economy,117,Low Fare
MT4609,2024-05-31T15:39:00,317.19,Economy,135,Low Fare
DL8393,2024-08-05T09:15:00,211.87,Business,199,Low Fare
WI3136,2025-05-26T14:47:00,688.36,Premium Economy,100,Other
YX2014,2024-04-28T10:13:00,530.9,Premium Economy,42,Other
FI9764,2024-03-30T03:18:00,1181.56,Economy,181,Other
KE313,2025-05-23T20:21:00,270.35,Premium Economy,80,Low Fare
YP5686,2024-02-03T18:30:00,1496.6,Economy,138,Other
EY7847,2024-05-08T06:05:00,129.07,Business,190,Low Fare
SK6786,2025-06-07T21:25:00,1464.76,Premium Economy,19,Other
TA891,2024-11-04T21:36:00,235.64,Business,170,Low Fare
4O6594,2024-04-26T08:27:00,290.33,Premium Economy,49,Low Fare
PE7126,2025-01-09T15:48:00,567.72,Business,84,Other
XJ1907,2025-06-07T10:07:00,1296.28,Business,104,Other
YV8514,2024-10-17T23:14:00,348.06,Business,169,Low Fare
FJ6333,2025-05-28T13:46:00,275.2,Economy,177,Low Fare
HQ5041,2025-04-26T01:07:00,139.16,Business,126,Low Fare
QQ1551,2025-01-20T12:38:00,231.91,Business,162,Low Fare
JL8347,2024-06-20T05:30:00,1232.43,Economy,167,Other
HA9923,2025-05-31T04:23:00,358.04,Business,106,Low Fare
SR9582,2024-01-20T05:07:00,398.68,Premium Economy,143,Low Fare
OZ7827,2025-05-26T02:36:00,946.86,Business,149,Other
CP4655,2024-11-13T08:23:00,100.93,Premium Economy,95,Low Fare
PR9863,2024-08-31T22:37:00,106.29,Premium Economy,147,Low Fare
WS1583,2025-07-06T15:47:00,100.06,Economy,140,Low Fare
WS3579,2024-09-11T10:15:00,1157.53,Economy,92,Other
B63023,2025-07-02T12:52:00,754.7,Business,65,Other
AY124,2025-05-04T15:04:00,577.55,Business,34,Other
B66205,2025-02-24T21:20:00,1378.07,Economy,64,Other
MU9964,2024-10-14T06:46:00,478.12,Premium Economy,146,Other
FF1851,2025-10-09T14:46:00,1079.3,Premium Economy,94,Other
FI9389,2024-02-14T08:50:00,846.39,Economy,149,Other
QF7395,2024-12-28T10:27:00,860.67,Business,172,Other
KL6452,2025-10-13T03:04:00,181.39,Premium Economy,11,Low Fare
G47219,2025-11-20T04:10:00,230.02,Economy,42,Low Fare
AC5502,2025-09-04T13:30:00,1131.21,Economy,47,Other
VS5587,2024-03-07T12:42:00,295.47,Economy,29,Low Fare
HX4281,2024-12-05T10:15:00,1102.0,Business,13,Other
XE4917,2025-05-26T04:35:00,1371.04,Business,85,Other
A82171,2025-04-17T04:14:00,1326.53,Business,165,Other
XP3943,2025-09-07T21:58:00,331.52,Premium Economy,27,Low Fare
PR2040,2025-11-24T15:30:00,205.35,Economy,82,Low Fare
SS8604,2024-12-27T14:34:00,372.33,Economy,197,Low Fare
A82846,2024-10-05T21:40:00,1273.95,Business,142,Other
EK9008,2024-12-04T18:25:00,174.07,Premium Economy,114,Low Fare
MU1287,2025-03-21T13:19:00,724.21,Premium Economy,20,Other
US3326,2025-06-21T19:13:00,280.35,Premium Economy,160,Low Fare
DE8271,2024-08-21T02:13:00,636.22,Business,123,Other
NZ8852,2024-07-07T12:05:00,1205.64,Business,108,Other
F98212,2025-08-25T21:46:00,431.07,Economy,187,Other
NZ4327,2024-05-30T06:41:00,152.48,Economy,145,Low Fare
CA3117,2025-04-11T12:27:00,1386.35,Business,190,Other
LX9882,2024-11-05T21:16:00,1409.05,Business,56,Other
HA7516,2024-03-01T07:48:00,238.41,Business,195,Low Fare
AC4246,2024-08-31T19:17:00,132.07,Economy,170,Low Fare
VS7420,2025-10-28T06:12:00,112.6,Premium Economy,57,Low Fare
NK6346,2024-09-03T05:06:00,1135.06,Business,156,Other
TZ1206,2025-04-06T18:48:00,208.96,Economy,21,Low Fare
LH6021,2024-07-25T16:11:00,219.57,Premium Economy,79,Low Fare
JL5753,2025-09-05T20:43:00,1202.54,Premium Economy,173,Other
ZW7556,2024-03-26T09:59:00,803.92,Premium Economy,89,Other
PR1995,2025-12-06T20:37:00,372.1,Economy,76,Low Fare
5Y2012,2025-10-18T03:21:00,266.38,Premium Economy,58,Low Fare
SK8461,2025-06-26T12:00:00,544.47,Premium Economy,10,Other
TK8254,2024-12-11T14:37:00,180.82,Economy,184,Low Fare
AX2474,2025-08-27T01:42:00,477.53,Premium Economy,88,Other
HX2592,2025-09-05T18:24:00,327.96,Premium Economy,125,Other
TZ6977,2025-02-24T16:35:00,864.5,Economy,189,Other
OZ5582,2024-02-02T09:32:00,1227.99,Premium Economy,116,Other
SR8607,2024-05-18T21:47:00,381.8,Premium Economy,131,Low Fare
CP9459,2025-09-14T19:45:00,772.55,Economy,34,Other
F81605,2024-11-28T22:26:00,680.48,Business,182,Other
SY7793,2024-04-04T02:24:00,257.45,Economy,171,Low Fare
HA5977,2024-09-10T01:50:00,155.85,Economy,146,Low Fare
MX4200,2024-12-22T01:55:00,984.61,Business,50,Other
EI9590,2025-08-04T13:21:00,300.33,Economy,88,Other
AZ286,2024-07-05T18:58:00,1158.68,Economy,193,Other
XP5454,2024-05-29T02:17:00,192.75,Business,160,Low Fare
SR9032,2025-07-13T10:36:00,1313.67,Business,182,Other
QK5026,2024-12-13T07:23:00,629.55,Premium Economy,48,Other
CC9228,2024-09-11T19:04:00,377.03,Economy,116,Low Fare
Y45865,2025-04-01T09:55:00,116.01,Economy,83,Low Fare
VX7421,2024-06-01T22:41:00,323.42,Economy,160,Low Fare
FI2017,2024-01-18T17:08:00,211.56,Economy,177,Low Fare
KE5606,2025-02-17T05:38:00,1440.81,Premium Economy,196,Other
RD3621,2024-06-18T18:05:00,291.64,Economy,60,Low Fare
UA7173,2024-08-30T06:28:00,340.81,Economy,47,Low Fare
9W8757,2024-09-07T11:14:00,912.36,Premium Economy,18,Other
ZW6424,2025-04-16T13:36:00,343.89,Premium Economy,57,Other
NW8772,2025-12-09T00:08:00,1085.61,Premium Economy,99,Other
OO4887,2024-10-26T14:48:00,362.29,Premium Economy,83,Low Fare
AZ7943,2025-06-12T14:53:00,343.76,Premium Economy,144,Low Fare
ZG4149,2025-02-04T15:54:00,639.93,Economy,89,Other
MQ1302,2025-07-03T04:46:00,302.75,Premium Economy,168,Low Fare
AA5867,2025-06-26T07:34:00,356.81,Premium Economy,165,Low Fare
AI534,2025-03-18T17:32:00,335.65,Business,69,Low Fare
Z02816,2025-12-31T07:32:00,842.12,Business,48,Other
LH956,2025-10-14T06:48:00,936.36,Business,19,Other
LH4395,2024-10-22T23:41:00,237.32,Economy,184,Low Fare
TK5709,2024-06-17T13:32:00,696.61,Economy,42,Other
VX7156,2025-03-05T20:33:00,1258.47,Premium Economy,94,Other
G44550,2025-02-21T20:59:00,722.13,Business,103,Other
XP4055,2025-03-31T22:47:00,185.32,Economy,200,Low Fare
PD430,2025-10-15T15:24:00,159.58,Economy,144,Low Fare
TS6629,2025-09-27T23:49:00,1179.99,Premium Economy,65,Other
TS7923,2025-01-07T06:24:00,439.57,Business,78,Other
EY1183,2024-11-30T14:36:00,186.84,Premium Economy,98,Low Fare
PE5064,2024-09-28T06:54:00,151.42,Premium Economy,198,Low Fare
WS399,2024-01-13T00:48:00,1370.85,Economy,128,Other
S67197,2025-11-30T20:25:00,357.85,Premium Economy,30,Low Fare
TZ7748,2024-12-22T22:19:00,922.13,Economy,132,Other
DP5002,2025-06-01T17:33:00,379.42,Business,69,Low Fare
FJ4851,2025-09-30T20:05:00,157.59,Premium Economy,175,Low Fare
N75252,2024-01-23T06:09:00,123.44,Economy,172,Low Fare
YX8006,2025-07-16T21:08:00,734.58,Business,76,Other
CM9054,2025-07-20T12:40:00,357.68,Premium Economy,172,Low Fare
TA5978,2025-12-09T10:32:00,1376.76,Business,62,Other
YX3424,2024-11-21T06:29:00,136.92,Premium Economy,13,Low Fare
XJ6996,2024-03-18T09:13:00,843.06,Business,79,Other
BF4673,2024-03-29T13:50:00,353.78,Premium Economy,130,Low Fare
WS9264,2024-10-02T16:59:00,660.64,Business,197,Other
MU848,2025-04-22T10:42:00,949.42,Business,80,Other
MQ6799,2025-05-11T17:20:00,1001.7,Economy,41,Other
TA3160,2025-10-10T12:04:00,797.59,Economy,100,Other
9W4792,2025-06-19T19:50:00,1172.37,Business,36,Other
MX8789,2024-07-06T11:23:00,364.64,Economy,54,Low Fare
QK1447,2025-06-19T20:33:00,252.03,Economy,135,Low Fare
GL6803,2024-06-28T12:24:00,1372.5,Economy,32,Other
WI8421,2024-10-25T23:55:00,1240.75,Business,49,Other
PE2244,2024-03-20T17:15:00,239.66,Premium Economy,49,Low Fare
VN4110,2024-06-25T01:58:00,267.93,Premium Economy,22,Low Fare
EZ1897,2025-02-05T16:04:00,579.44,Business,130,Other
TA3380,2025-06-08T23:28:00,165.86,Premium Economy,90,Low Fare
QR1137,2024-05-26T17:48:00,284.69,Business,96,Low Fare
NZ9023,2025-06-25T03:51:00,312.11,Premium Economy,200,Low Fare
KE572,2025-12-01T14:18:00,127.11,Premium Economy,159,Low Fare
WI4319,2024-04-26T14:05:00,904.18,Economy,145,Other
TP4228,2025-05-09T07:10:00,299.74,Premium Economy,80,Low Fare
AZ6311,2025-06-07T01:32:00,237.69,Economy,112,Low Fare
OO4546,2025-06-10T00:53:00,363.66,Premium Economy,167,Other
AB1575,2024-05-09T19:41:00,426.53,Business,187,Other
AB9810,2024-03-26T15:52:00,979.26,Economy,200,Other
AZ9739,2024-02-01T19:16:00,382.49,Economy,152,Low Fare
F94046,2025-08-11T07:45:00,176.78,Business,110,Low Fare
AZ4663,2025-06-24T22:19:00,1056.82,Economy,147,Other
FI1409,2024-02-29T16:58:00,822.44,Economy,164,Other
KL3190,2025-04-08T16:14:00,170.03,Economy,61,Low Fare
AA352,2024-07-14T11:27:00,1330.24,Economy,139,Other
XP3383,2024-07-04T09:27:00,379.79,Economy,122,Low Fare
OZ5244,2024-09-19T08:19:00,412.01,Premium Economy,98,Other
CI9325,2025-11-01T05:30:00,297.69,Premium Economy,70,Low Fare
BR2763,2024-01-24T01:28:00,139.61,Economy,76,Low Fare
MX6463,2024-05-25T09:37:00,968.23,Economy,39,Other
CI8047,2024-05-18T15:49:00,1206.69,Economy,75,Other
SY1712,2024-12-03T16:26:00,1062.87,Premium Economy,83,Other
5Y9745,2025-11-13T15:46:00,347.78,Economy,22,Low Fare
DH162,2024-03-13T00:03:00,970.46,Business,174,Other
HX4745,2024-12-25T23:29:00,283.0,Economy,14,Low Fare
EI3094,2025-05-10T13:47:00,334.14,Premium Economy,58,Low Fare
9W6648,2024-12-20T14:40:00,207.35,Business,17,Low Fare
SR3647,2024-02-17T06:45:00,321.87,Premium Economy,19,Low Fare
JX7376,2024-03-14T04:20:00,1297.44,Economy,79,Other
XJ8730,2024-07-28T14:30:00,395.45,Business,109,Low Fare
TP921,2024-11-20T15:59:00,1193.24,Business,52,Other
QK9580,2024-11-18T22:35:00,154.53,Business,107,Low Fare
WS4143,2024-02-09T07:29:00,577.42,Premium Economy,165,Other
FL1221,2025-11-22T08:09:00,1103.41,Economy,182,Other
XP1764,2025-01-01T16:09:00,159.13,Premium Economy,61,Low Fare
9W3098,2025-01-25T09:19:00,656.26,Economy,84,Other
EY4331,2024-11-26T21:13:00,696.48,Premium Economy,194,Other
MT8425,2025-01-30T02:05:00,779.14,Premium Economy,174,Other
SY9847,2025-06-03T17:14:00,118.08,Premium Economy,74,Low Fare
YX6935,2024-04-23T16:32:00,1181.39,Premium Economy,188,Other
AA5713,2024-11-23T05:17:00,349.09,Business,170,Low Fare
UA9614,2025-09-25T06:45:00,185.21,Premium Economy,99,Low Fare
NZ9119,2024-01-05T05:18:00,339.3,Business,170,Other
WS5222,2024-11-08T08:50:00,922.74,Business,110,Other
EI3665,2025-08-24T02:03:00,302.3,Economy,99,Other
F96111,2024-04-18T07:53:00,291.88,Premium Economy,32,Low Fare
LH6062,2024-03-05T03:11:00,1136.37,Premium Economy,139,Other
QR7519,2024-07-18T21:29:00,1232.02,Premium Economy,120,Other
KE8246,2025-11-12T17:44:00,266.85,Business,58,Low Fare
OO6163,2024-07-17T11:20:00,976.92,Premium Economy,125,Other
EK5929,2025-06-11T21:14:00,204.66,Economy,199,Low Fare
AB7022,2024-02-17T09:24:00,208.86,Economy,10,Low Fare
YV581,2024-10-14T02:16:00,1409.19,Premium Economy,11,Other
AI1227,2025-03-23T15:25:00,128.45,Economy,168,Low Fare
KL8395,2025-09-02T22:22:00,259.77,Business,189,Low Fare
FF8025,2024-05-06T00:08:00,798.73,Premium Economy,45,Other
WO3231,2024-10-01T17:35:00,984.85,Business,73,Other
BBB9801,2024-04-08T09:25:00,207.87,Business,66,Low Fare
OH6167,2025-10-19T20:19:00,200.37,Premium Economy,65,Low Fare
SK5101,2024-01-20T19:52:00,654.74,Business,86,Other
QX725,2025-02-19T11:44:00,275.35,Business,54,Low Fare
TP1127,2024-06-18T03:04:00,1165.54,Business,61,Other
AA7245,2025-05-08T16:32:00,302.34,Premium Economy,73,Low Fare
CP704,2025-04-28T18:10:00,168.33,Premium Economy,108,Low Fare
TZ9356,2025-12-27T12:59:00,355.81,Business,159,Low Fare
PD1892,2024-06-06T04:21:00,153.98,Business,74,Low Fare
UA2957,2025-10-30T04:03:00,1078.23,Business,141,Other
XE4472,2024-01-14T22:31:00,116.31,Premium Economy,175,Low Fare
FJ8850,2024-04-24T00:39:00,292.85,Business,162,Low Fare
NH9240,2024-02-08T20:41:00,263.56,Premium Economy,129,Low Fare
QQ5031,2024-06-02T10:00:00,150.91,Business,133,Low Fare
Z01905,2024-07-01T19:19:00,368.64,Economy,114,Low Fare
FF6373,2024-11-08T05:55:00,1091.5,Business,14,Other
SQ3094,2025-05-25T17:42:00,126.42,Premium Economy,176,Low Fare
TA8758,2024-03-12T09:50:00,123.55,Economy,148,Low Fare
AS8440,2024-09-02T00:59:00,302.47,Business,37,Low Fare
QR6299,2025-06-11T12:44:00,122.11,Economy,151,Low Fare
WO3826,2024-09-03T00:23:00,1151.81,Economy,183,Other
LX5491,2024-01-24T10:55:00,841.42,Economy,193,Other
CZ998,2024-11-22T12:42:00,1263.8,Business,143,Other
SQ4348,2024-02-12T04:31:00,313.31,Economy,63,Low Fare
CP2610,2024-09-01T01:16:00,1191.15,Business,17,Other
CX4663,2025-08-17T23:38:00,165.63,Economy,74,Low Fare
G45914,2024-12-02T21:41:00,239.88,Economy,198,Low Fare
QK9026,2024-02-01T17:53:00,499.46,Business,197,Other
AA8644,2024-10-20T14:57:00,380.02,Economy,127,Low Fare
AI3032,2025-03-03T09:50:00,1270.6,Premium Economy,132,Other
MU4278,2024-11-02T13:09:00,126.52,Premium Economy,137,Low Fare
4O7194,2025-03-05T17:50:00,301.95,Economy,10,Low Fare
AB2220,2024-04-10T15:04:00,396.09,Business,16,Low Fare
UA8449,2025-05-30T22:33:00,144.39,Premium Economy,186,Low Fare
AM1970,2025-08-17T11:59:00,1133.04,Economy,85,Other
WW7474,2024-08-04T10:09:00,302.0,Economy,40,Low Fare
FL6031,2024-05-04T17:48:00,129.55,Business,35,Low Fare
OO9641,2025-08-28T20:28:00,119.93,Premium Economy,148,Low Fare
XJ4801,2024-05-05T17:42:00,217.16,Business,44,Low Fare
G49924,2025-01-22T04:03:00,329.66,Business,199,Low Fare
CP867,2025-08-23T05:39:00,295.54,Business,99,Low Fare
XP1037,2024-11-10T20:32:00,185.38,Economy,90,Low Fare
WO8312,2024-08-24T03:52:00,304.8,Premium Economy,174,Low Fare
XP3164,2024-11-30T23:04:00,313.34,Economy,45,Low Fare
EK9918,2024-02-28T13:01:00,130.35,Business,125,Low Fare
XP9505,2024-02-01T21:10:00,253.69,Economy,20,Low Fare
TK7362,2025-04-17T18:12:00,123.77,Premium Economy,76,Low Fare
CZ5140,2025-09-20T07:11:00,888.6,Business,56,Other
BF7091,2025-10-30T13:04:00,285.67,Business,66,Low Fare
CC3300,2024-11-30T09:51:00,383.94,Economy,136,Low Fare
AZ2137,2024-08-26T21:33:00,142.06,Business,187,Low Fare
SQ530,2025-08-23T09:05:00,990.99,Business,177,Other
US9198,2024-06-11T09:36:00,1043.39,Premium Economy,106,Other
SS5825,2024-02-28T23:16:00,886.7,Economy,158,Other
QQ7952,2024-03-07T04:09:00,746.72,Business,141,Other
QF7554,2025-09-02T02:30:00,115.97,Business,162,Low Fare
NJ7229,2025-11-17T06:00:00,312.22,Business,57,Other
UA6452,2025-03-07T01:33:00,1123.68,Economy,141,Other
AB341,2024-03-10T03:05:00,476.45,Business,45,Other
AC2852,2024-03-10T02:38:00,188.69,Business,114,Low Fare
XE5277,2024-12-20T22:47:00,1387.23,Business,25,Other
MQ2020,2024-08-05T20:28:00,329.03,Economy,96,Low Fare
FL3193,2024-06-25T23:17:00,795.95,Premium Economy,70,Other
WO4498,2025-07-13T15:07:00,1424.03,Business,73,Other
EI2590,2024-07-03T15:03:00,1184.76,Premium Economy,13,Other
AC5499,2024-09-09T14:01:00,1422.18,Economy,15,Other
WI3548,2025-12-21T12:41:00,1184.41,Business,39,Other
BBB1617,2025-02-05T23:22:00,239.47,Economy,71,Low Fare
VN5169,2024-05-04T20:53:00,676.99,Business,106,Other
F93454,2024-05-30T21:30:00,158.22,Economy,101,Low Fare
F91739,2024-12-22T23:59:00,216.37,Economy,32,Low Fare
FI6409,2024-11-28T01:35:00,100.05,Premium Economy,175,Low Fare
FL9613,2025-01-28T15:57:00,521.36,Economy,191,Other
SE2546,2024-06-13T17:43:00,357.83,Business,65,Low Fare
TS2152,2024-05-21T15:20:00,1269.71,Economy,12,Other
QX9339,2024-02-22T19:19:00,1368.55,Economy,125,Other
NZ1205,2024-06-22T07:20:00,210.15,Premium Economy,135,Low Fare
TW2058,2025-07-04T04:54:00,1451.47,Economy,148,Other
CI9597,2024-12-09T12:40:00,798.87,Premium Economy,120,Other
MQ1852,2024-06-01T17:06:00,1207.62,Economy,53,Other
WO5742,2025-04-28T05:18:00,235.75,Premium Economy,37,Low Fare
QK4018,2025-03-28T07:31:00,118.34,Premium Economy,129,Low Fare
Y48396,2024-11-29T14:57:00,1121.28,Premium Economy,69,Other
F84310,2025-04-02T00:09:00,139.73,Premium Economy,149,Low Fare
A81132,2025-08-19T12:49:00,310.12,Premium Economy,146,Low Fare
RW7963,2024-11-28T10:27:00,334.39,Premium Economy,144,Low Fare
TA5815,2025-07-08T12:09:00,314.1,Premium Economy,125,Low Fare
DP6436,2025-12-13T01:45:00,114.32,Business,23,Low Fare
MX2768,2024-01-11T22:44:00,189.71,Premium Economy,40,Low Fare
WI977,2025-01-18T13:24:00,1443.1,Economy,123,Other
AF3499,2024-11-03T14:14:00,192.78,Business,94,Low Fare
4O2329,2025-11-05T10:54:00,343.72,Premium Economy,92,Other
CP1167,2024-05-30T00:37:00,397.74,Economy,93,Low Fare
QR4470,2024-09-15T19:31:00,347.22,Premium Economy,130,Other
JL9642,2024-11-06T06:58:00,1311.39,Economy,11,Other
5Y3434,2025-12-05T08:30:00,257.55,Economy,28,Low Fare
EZ1577,2025-07-04T11:17:00,1262.95,Economy,181,Other
LX1186,2025-06-25T05:22:00,365.61,Economy,157,Low Fare
XP7149,2025-03-23T20:11:00,131.74,Business,72,Low Fare
BBB5445,2024-01-19T01:15:00,111.1,Business,35,Low Fare
LY5042,2024-12-31T22:54:00,1146.36,Economy,71,Other
EZ2192,2025-12-28T23:09:00,124.36,Business,107,Low Fare
MX5689,2024-11-19T19:19:00,983.93,Economy,37,Other
RW5951,2025-01-09T08:10:00,274.19,Premium Economy,81,Low Fare
AZ9242,2024-03-12T00:27:00,1392.78,Premium Economy,45,Other
QK6639,2024-09-22T02:17:00,235.17,Premium Economy,136,Low Fare
XE9335,2025-02-27T11:19:00,301.59,Premium Economy,114,Other
BBB3440,2025-07-19T13:27:00,324.91,Premium Economy,144,Low Fare
N7458,2025-01-19T14:51:00,131.69,Economy,76,Low Fare
MU1175,2024-05-10T01:10:00,987.81,Business,69,Other
BR727,2024-06-02T07:36:00,1436.29,Premium Economy,200,Other
AF2803,2025-07-01T14:16:00,363.27,Economy,60,Low Fare
TA5617,2024-06-18T00:17:00,278.41,Business,173,Low Fare
FJ757,2025-03-17T00:09:00,387.88,Economy,115,Low Fare
WN6211,2024-11-23T03:00:00,574.65,Business,53,Other
ZG6775,2025-08-03T01:39:00,671.92,Premium Economy,125,Other
B64852,2025-01-10T17:31:00,298.48,Business,94,Low Fare
MG7701,2025-08-01T20:30:00,615.73,Business,164,Other
FI1618,2025-02-16T13:57:00,266.3,Premium Economy,103,Low Fare
SY4006,2024-10-27T12:42:00,1118.89,Premium Economy,78,Other
AZ9467,2024-01-05T18:47:00,308.79,Business,157,Low Fare
AS5239,2025-05-07T03:24:00,117.94,Premium Economy,178,Low Fare
FI3792,2024-05-16T11:01:00,116.69,Premium Economy,67,Low Fare
OY4890,2025-03-08T16:28:00,345.89,Business,130,Low Fare
EK1551,2025-05-06T18:07:00,152.34,Business,59,Low Fare
4O4217,2025-04-12T07:24:00,224.6,Premium Economy,63,Low Fare
ZW169,2024-03-30T00:33:00,262.65,Premium Economy,32,Low Fare
AB9266,2025-09-22T00:32:00,285.29,Business,143,Low Fare
OH4199,2025-12-23T13:06:00,223.72,Economy,110,Low Fare
IB1137,2024-01-10T14:49:00,163.96,Economy,144,Low Fare
YX3831,2024-07-22T03:59:00,1305.33,Business,198,Other
YP2219,2025-01-26T04:50:00,306.08,Business,17,Low Fare
UA577,2025-03-27T12:12:00,1111.48,Premium Economy,192,Other
BBB8923,2025-10-29T05:04:00,359.28,Economy,195,Low Fare
QX2500,2025-06-16T16:03:00,931.25,Business,73,Other
TW7803,2024-07-30T22:23:00,639.13,Economy,44,Other
TK5253,2025-09-27T01:52:00,1235.57,Premium Economy,30,Other
GL4159,2024-04-30T06:32:00,200.3,Economy,89,Low Fare
GL6707,2024-11-28T15:56:00,336.42,Economy,98,Low Fare
F93382,2024-08-09T15:23:00,145.8,Economy,59,Low Fare
BR5296,2024-05-30T16:19:00,262.73,Business,184,Low Fare
QQ5043,2025-12-08T07:06:00,415.1,Economy,33,Other
YV3289,2024-04-26T01:28:00,393.34,Business,10,Low Fare
Z03466,2025-06-24T08:04:00,1072.1,Economy,40,Other
OZ791,2024-02-16T20:31:00,1073.02,Premium Economy,20,Other
OO5387,2025-08-14T20:20:00,163.95,Business,109,Low Fare
EV9162,2025-11-27T14:51:00,794.5,Premium Economy,96,Other
CM5552,2024-09-11T19:47:00,335.16,Business,101,Other
FI8332,2025-09-05T19:17:00,1176.12,Economy,112,Other
MQ2889,2024-04-02T20:02:00,1354.54,Business,191,Other
AC6468,2025-09-27T04:58:00,255.35,Business,121,Low Fare
G4113,2025-05-12T17:13:00,208.55,Economy,178,Low Fare
AZ8730,2024-01-09T07:48:00,263.02,Economy,130,Low Fare
TK2955,2025-03-30T00:49:00,1310.33,Economy,88,Other
SR8911,2025-03-02T01:22:00,230.67,Business,130,Low Fare
