flightNumber,airline,iataCode,origin,destination,region,departureTime,arrivalTime,duration,fare,fareClass,seatsAvailable,priceCategory,aircraftType,onTimePerformance
PD7798,Porter Airlines (Canada) Limited,PD,SFO,LAX,Australia / Oceania,2024-04-09T08:02:00,2024-04-09T16:40:00,518,975.53,Business,123,Other,Boeing 737,0.92
DH274,Independence Air,DH,SFO,LAX,South America,2024-09-20T00:40:00,2024-09-20T09:54:00,554,378.78,Economy,49,Other,Boeing 787,0.84
TW9705,TWA,TW,SFO,DOH,Middle East,2024-11-06T16:43:00,2024-11-06T18:15:00,92,582.63,Premium Economy,179,Other,Boeing 737,0.86
AF2704,Air France,AF,SFO,MIA,US,2025-03-29T02:25:00,2025-03-29T07:15:00,290,891.63,Economy,184,Other,Boeing 737,0.86
A83876,Ameriflight,A8,SFO,DXB,Middle East,2025-09-22T10:17:00,2025-09-22T11:33:00,76,365.16,Economy,49,Other,Airbus A320,0.91
BBB5123,BelAir Airlines,BBB,SFO,DOH,Middle East,2025-12-05T15:37:00,2025-12-05T23:24:00,467,1116.76,Economy,195,Other,Boeing 787,0.71
XP2634,Casino Express,XP,SFO,NRT,Asia,2025-11-19T08:06:00,2025-11-19T15:31:00,445,298.89,Economy,118,Low Fare,Airbus A350,0.75
CA3662,Air China,CA,SFO,LAX,Australia / Oceania,2025-06-06T10:25:00,2025-06-06T22:01:00,696,1433.84,Business,122,Other,Airbus A320,0.85
TZ8267,ATA Airlines,TZ,SFO,YVR,Canada,2024-01-23T01:07:00,2024-01-23T07:48:00,401,1095.41,Business,138,Other,Boeing 787,0.75
OY9897,Omni Air International,OY,SFO,LAX,South America,2024-06-21T00:43:00,2024-06-21T12:19:00,696,945.07,Premium Economy,10,Other,Airbus A320,0.89
MQ2865,American Eagle Airlines,MQ,SFO,YUL,Canada,2024-05-05T17:11:00,2024-05-06T03:30:00,619,211.68,Premium Economy,121,Low Fare,Boeing 787,0.95
AB4772,Air Berlin,AB,SFO,JFK,US,2025-11-02T14:56:00,2025-11-02T19:50:00,294,920.72,Business,140,Other,Boeing 787,0.88
QF4632,Norwegian Air Shuttle ASA,QF,SFO,SJO,Central America,2024-02-06T05:30:00,2024-02-06T08:00:00,150,1072.66,Business,91,Other,Boeing 787,0.72
BA3076,El Al Israel Airlines LTD.,BA,SFO,DXB,Middle East,2025-04-29T22:42:00,2025-04-30T06:23:00,461,362.68,Business,17,Low Fare,Boeing 787,0.8
SK9604,SAS Airlines,SK,SFO,LAX,US,2025-01-01T12:48:00,2025-01-01T20:07:00,439,1117.23,Economy,163,Other,Boeing 787,0.75
EV2835,Atlantic Southeast Airlines,EV,SFO,CUN,Mexico,2025-08-09T01:52:00,2025-08-09T11:04:00,552,416.95,Premium Economy,75,Other,Airbus A320,0.88
OH7050,Air Italy S.P.A,OH,SFO,PTY,Central America,2025-08-16T21:05:00,2025-08-17T06:37:00,572,860.54,Economy,177,Other,Airbus A320,0.77
DE1307,Condor Flugdienst GmbH,DE,SFO,YUL,Canada,2025-08-05T18:25:00,2025-08-06T01:57:00,452,1117.9,Economy,120,Other,Airbus A320,0.89
LX1507,Swiss International,LX,SFO,LAX,Australia / Oceania,2024-01-17T04:14:00,2024-01-17T11:47:00,453,1234.05,Business,105,Other,Airbus A320,0.95
TZ2232,ATA Airlines,TZ,SFO,AMS,Europe,2025-07-06T06:06:00,2025-07-06T12:41:00,395,875.01,Business,163,Other,Airbus A320,0.76
DH1553,Independence Air,DH,SFO,CDG,Europe,2025-06-16T21:40:00,2025-06-17T05:57:00,497,286.71,Business,114,Low Fare,Boeing 737,0.89
JX8471,Starlux Airlines Co. LTD,JX,SFO,LAX,South America,2024-09-04T03:21:00,2024-09-04T13:11:00,590,303.82,Economy,155,Low Fare,Boeing 737,0.75
JX4767,Starlux Airlines Co. LTD,JX,SFO,DXB,Middle East,2025-01-04T08:53:00,2025-01-04T19:26:00,633,382.36,Business,149,Low Fare,Boeing 737,0.8
QQ304,Reno Air,QQ,SFO,LAX,South America,2025-09-01T07:13:00,2025-09-01T17:45:00,632,289.96,Business,134,Low Fare,Boeing 737,0.88
BBB8568,BelAir Airlines,BBB,SFO,LAX,Australia / Oceania,2024-11-09T02:07:00,2024-11-09T06:20:00,253,369.45,Premium Economy,121,Low Fare,Airbus A320,0.89
TS9626,Air Transat,TS,SFO,AMS,Europe,2025-01-13T23:04:00,2025-01-14T08:02:00,538,934.19,Premium Economy,153,Other,Boeing 737,0.76
MX8508,Mexicana Airlines,MX,SFO,LAX,US,2025-09-24T18:27:00,2025-09-25T05:31:00,664,345.08,Economy,103,Other,Boeing 787,0.84
XJ7530,Mesaba Airlines,XJ,SFO,LAX,South America,2024-12-02T12:36:00,2024-12-02T23:38:00,662,262.92,Economy,105,Low Fare,Airbus A320,0.92
EV102,Atlantic Southeast Airlines,EV,SFO,LAX,South America,2024-04-14T04:01:00,2024-04-14T08:37:00,276,981.82,Business,157,Other,Boeing 787,0.76
VS2266,Virgin Atlantic,VS,SFO,CUN,Mexico,2025-08-03T23:25:00,2025-08-04T06:39:00,434,105.08,Economy,57,Low Fare,Airbus A350,0.9
YP4233,"Air Premia, Inc.",YP,SFO,YYZ,Canada,2024-09-29T06:29:00,2024-09-29T08:36:00,127,341.75,Premium Economy,16,Low Fare,Boeing 737,0.86
MQ576,"Envoy Air, Inc.",MQ,SFO,SIN,Asia,2024-08-02T15:31:00,2024-08-02T18:05:00,154,245.11,Economy,63,Low Fare,Airbus A350,0.95
CC9551,Air Atlanta Icelandic,CC,SFO,LAX,Australia / Oceania,2025-02-12T00:36:00,2025-02-12T04:30:00,234,121.32,Business,32,Low Fare,Airbus A320,0.86
S63441,"Samsic Airport America, LLC",S6,SFO,LAX,South America,2024-12-14T23:18:00,2024-12-15T09:25:00,607,1008.86,Premium Economy,27,Other,Boeing 787,0.86
FI5758,Icelandair (Inactive),FI,SFO,YUL,Canada,2024-05-09T02:08:00,2024-05-09T03:35:00,87,338.56,Economy,180,Low Fare,Airbus A350,0.87
YX1791,Midwest Airlines,YX,SFO,LAX,Australia / Oceania,2024-04-10T05:44:00,2024-04-10T16:07:00,623,412.96,Business,50,Other,Airbus A320,0.81
BF9490,French Bee,BF,SFO,SJO,Central America,2024-11-24T14:09:00,2024-11-25T00:28:00,619,359.94,Premium Economy,81,Low Fare,Airbus A320,0.72
SS5334,Corsairfly,SS,SFO,YYZ,Canada,2025-04-16T21:39:00,2025-04-17T08:13:00,634,1400.54,Economy,13,Other,Boeing 787,0.93
OZ2614,Asiana Airlines,OZ,SFO,YUL,Canada,2025-09-30T01:26:00,2025-09-30T13:25:00,719,995.38,Premium Economy,193,Other,Airbus A350,0.93
DP358,Air 2000,DP,SFO,PTY,Central America,2025-03-20T11:23:00,2025-03-20T15:22:00,239,967.52,Premium Economy,136,Other,Boeing 737,0.76
CP4556,Compass Airlines,CP,SFO,LAX,South America,2025-10-19T12:26:00,2025-10-19T20:53:00,507,198.06,Business,171,Low Fare,Airbus A350,0.82
NK5377,Spirit Airlines,NK,SFO,CDG,Europe,2024-10-12T09:36:00,2024-10-12T19:45:00,609,343.39,Premium Economy,67,Low Fare,Airbus A350,0.77
TA711,"TACA International Airlines, S.A.",TA,SFO,LAX,South America,2025-12-13T23:55:00,2025-12-14T03:09:00,194,1436.93,Economy,117,Other,Boeing 737,0.88
QR1527,Qatar Airways,QR,SFO,JFK,US,2024-01-04T14:03:00,2024-01-04T16:42:00,159,399.23,Premium Economy,36,Other,Airbus A320,0.73
AX9836,DB Air,AX,SFO,HKG,Asia,2024-04-21T20:35:00,2024-04-22T00:38:00,243,820.89,Economy,95,Other,Boeing 787,0.76
OH5487,Swissport USA,OH,SFO,PTY,Central America,2024-07-17T15:44:00,2024-07-18T02:05:00,621,973.34,Premium Economy,38,Other,Boeing 737,0.92
A8723,Ameriflight,A8,SFO,PTY,Central America,2025-07-12T14:37:00,2025-07-13T01:15:00,638,177.94,Premium Economy,78,Low Fare,Boeing 737,0.76
AX1808,Trans States Airlines,AX,SFO,DXB,Middle East,2024-08-01T10:42:00,2024-08-01T18:54:00,492,112.36,Economy,142,Low Fare,Boeing 737,0.76
MQ6004,"Envoy Air, Inc.",MQ,SFO,PTY,Central America,2025-01-21T23:44:00,2025-01-22T00:50:00,66,571.42,Premium Economy,26,Other,Airbus A350,0.83
NK2894,North American Airlines,NK,SFO,MIA,US,2025-11-28T02:21:00,2025-11-28T09:23:00,422,1417.12,Premium Economy,39,Other,Boeing 737,0.93
JL6130,Japan Airlines,JL,SFO,LAX,Australia / Oceania,2024-09-20T21:28:00,2024-09-21T03:48:00,380,242.76,Premium Economy,89,Low Fare,Boeing 787,0.95
TP3604,TAP Air Portugal,TP,SFO,CUN,Mexico,2024-02-11T21:21:00,2024-02-12T02:01:00,280,963.16,Business,61,Other,Boeing 787,0.9
CA4560,Air China,CA,SFO,YYZ,Canada,2025-12-16T11:09:00,2025-12-16T17:28:00,379,354.88,Business,139,Low Fare,Boeing 787,0.85
EV8565,Air Italy S.P.A,EV,SFO,LAX,Australia / Oceania,2024-10-09T06:32:00,2024-10-09T07:39:00,67,207.45,Premium Economy,189,Low Fare,Boeing 737,0.89
JL8853,Japan Airlines,JL,SFO,SJO,Central America,2024-09-13T22:17:00,2024-09-14T06:10:00,473,638.27,Business,200,Other,Airbus A350,0.76
NK4872,Spirit Airlines,NK,SFO,JFK,US,2025-02-05T10:03:00,2025-02-05T19:44:00,581,942.37,Economy,176,Other,Airbus A350,0.76
CP4943,Compass Airlines,CP,SFO,LAX,Australia / Oceania,2025-03-09T10:10:00,2025-03-09T21:29:00,679,329.02,Economy,150,Low Fare,Airbus A350,0.89
FF9817,Tower Air,FF,SFO,SJO,Central America,2025-01-01T03:02:00,2025-01-01T07:40:00,278,222.73,Business,179,Low Fare,Boeing 737,0.78
EV9924,Atlantic Southeast Airlines,EV,SFO,CUN,Mexico,2025-05-01T19:07:00,2025-05-02T01:04:00,357,158.04,Economy,152,Low Fare,Airbus A320,0.74
VX4204,El Al Israel Airlines LTD.,VX,SFO,MEX,Mexico,2024-05-18T10:21:00,2024-05-18T15:17:00,296,1431.27,Premium Economy,88,Other,Boeing 787,0.84
QQ1832,Reno Air,QQ,SFO,YYZ,Canada,2024-01-07T14:21:00,2024-01-07T22:38:00,497,148.25,Premium Economy,155,Low Fare,Boeing 787,0.79
WI8298,Tradewinds Airlines,WI,SFO,CUN,Mexico,2024-07-18T10:09:00,2024-07-18T20:28:00,619,1226.59,Business,11,Other,Airbus A350,0.78
OH3339,Comair,OH,SFO,SIN,Asia,2025-05-30T17:00:00,2025-05-31T01:24:00,504,291.62,Business,118,Low Fare,Airbus A320,0.94
B68689,JetBlue Airways,B6,SFO,LAX,South America,2024-07-05T20:25:00,2024-07-06T02:54:00,389,221.48,Economy,134,Low Fare,Airbus A350,0.93
WN1268,Southwest Airlines,WN,SFO,HKG,Asia,2025-02-05T09:35:00,2025-02-05T12:40:00,185,1162.84,Economy,84,Other,Airbus A320,0.73
CC1454,Air Atlanta Icelandic,CC,SFO,YVR,Canada,2025-10-06T20:43:00,2025-10-07T03:48:00,425,145.67,Premium Economy,44,Low Fare,Boeing 737,0.92
RD8542,Ryan International Airlines,RD,SFO,MEX,Mexico,2024-07-23T02:43:00,2024-07-23T12:43:00,600,620.19,Business,56,Other,Airbus A350,0.95
CZ408,China Southern,CZ,SFO,DXB,Middle East,2025-12-30T07:13:00,2025-12-30T18:24:00,671,273.09,Business,47,Low Fare,Airbus A320,0.77
TS4250,Air Transat,TS,SFO,MIA,US,2024-03-04T15:37:00,2024-03-04T19:51:00,254,494.63,Premium Economy,22,Other,Boeing 787,0.73
NZ8184,Air New Zealand,NZ,SFO,LAX,South America,2025-01-08T15:35:00,2025-01-08T17:23:00,108,290.67,Economy,54,Low Fare,Boeing 787,0.79
AZ4152,Alitalia Airlines,AZ,SFO,YUL,Canada,2024-05-12T07:27:00,2024-05-12T10:34:00,187,1297.34,Economy,187,Other,Boeing 787,0.75
AF9360,Sobelair Airlines,AF,SFO,YVR,Canada,2025-05-20T16:08:00,2025-05-20T17:08:00,60,306.96,Economy,196,Other,Airbus A350,0.89
ZG2969,ZIPAIR Tokyo Inc,ZG,SFO,LAX,South America,2025-05-11T00:47:00,2025-05-11T03:48:00,181,1220.31,Business,41,Other,Airbus A350,0.73
AC9962,Air Canada,AC,SFO,LAX,Australia / Oceania,2024-01-27T18:18:00,2024-01-27T23:28:00,310,382.99,Premium Economy,20,Low Fare,Airbus A350,0.84
MX9280,"Breeze Aviation Group, Inc.",MX,SFO,PTY,Central America,2025-11-03T02:30:00,2025-11-03T08:05:00,335,169.96,Business,54,Low Fare,Boeing 737,0.84
AS2929,Alaska Airlines,AS,SFO,MIA,US,2025-12-15T05:42:00,2025-12-15T15:35:00,593,849.84,Premium Economy,61,Other,Airbus A350,0.91
FL1448,AirTran Airways,FL,SFO,DXB,Middle East,2025-09-21T18:55:00,2025-09-21T21:20:00,145,409.25,Business,77,Other,Boeing 737,0.7
9W5729,Sports Jet,9W,SFO,YUL,Canada,2024-12-12T03:57:00,2024-12-12T07:47:00,230,137.72,Premium Economy,44,Low Fare,Airbus A350,0.91
NH6870,"All Nippon Company Airways, Ltd.",NH,SFO,LAX,US,2025-10-05T01:27:00,2025-10-05T13:03:00,696,174.7,Economy,114,Low Fare,Airbus A350,0.93
HX4199,Hong Kong Airlines Limited,HX,SFO,FRA,Europe,2025-09-04T12:34:00,2025-09-04T14:32:00,118,995.21,Business,166,Other,Boeing 737,0.8
GL3350,Miami Air International,GL,SFO,CDG,Europe,2024-05-03T20:01:00,2024-05-04T03:20:00,439,177.89,Economy,174,Low Fare,Boeing 737,0.88
RW600,Republic Airlines,RW,SFO,LAX,South America,2024-02-03T23:51:00,2024-02-04T07:19:00,448,1440.48,Premium Economy,117,Other,Airbus A320,0.91
QK2385,Air Canada Jazz,QK,SFO,ORD,US,2024-06-13T05:28:00,2024-06-13T16:46:00,678,594.59,Premium Economy,101,Other,Airbus A320,0.79
QF2546,Qantas Airways,QF,SFO,JFK,US,2025-01-11T15:40:00,2025-01-12T02:35:00,655,707.12,Premium Economy,13,Other,Airbus A320,0.76
FJ9208,Air Pacific Limited dba Fiji Airways,FJ,SFO,YUL,Canada,2024-11-23T08:51:00,2024-11-23T13:01:00,250,295.03,Business,85,Low Fare,Boeing 737,0.93
TW9057,TWA,TW,SFO,LHR,Europe,2025-05-17T07:51:00,2025-05-17T14:52:00,421,264.18,Economy,175,Low Fare,Boeing 787,0.73
Z0764,"Norse Atlantic UK, Ltd.",Z0,SFO,CUN,Mexico,2024-02-09T14:31:00,2024-02-09T16:38:00,127,967.37,Business,195,Other,Airbus A350,0.78
CI2375,Swissport USA,CI,SFO,MIA,US,2025-11-30T11:20:00,2025-11-30T14:31:00,191,1074.03,Premium Economy,22,Other,Airbus A350,0.71
FL878,AirTran Airways,FL,SFO,LAX,Australia / Oceania,2025-06-30T19:42:00,2025-07-01T03:56:00,494,334.29,Economy,133,Low Fare,Airbus A350,0.71
AY3720,Finnair,AY,SFO,LAX,Australia / Oceania,2025-03-02T08:53:00,2025-03-02T19:24:00,631,108.7,Premium Economy,62,Low Fare,Airbus A320,0.93
TK5553,Turkish Airlines,TK,SFO,YVR,Canada,2025-05-18T14:43:00,2025-05-18T15:43:00,60,1449.26,Business,138,Other,Boeing 737,0.8
YV9111,Mesa Airlines,YV,SFO,HKG,Asia,2025-12-04T23:56:00,2025-12-05T06:30:00,394,174.65,Economy,48,Low Fare,Airbus A350,0.72
MX1459,Mexicana Airlines,MX,SFO,LHR,Europe,2024-01-29T11:16:00,2024-01-29T20:43:00,567,140.05,Premium Economy,102,Low Fare,Boeing 787,0.78
B69359,JetBlue Airways,B6,SFO,YVR,Canada,2024-04-03T09:09:00,2024-04-03T11:08:00,119,883.7,Premium Economy,88,Other,Airbus A350,0.94
TK218,Turkish Airlines,TK,SFO,DOH,Middle East,2025-09-25T13:27:00,2025-09-26T00:41:00,674,1055.37,Business,120,Other,Boeing 787,0.87
BBB3485,BelAir Airlines,BBB,SFO,CDG,Europe,2025-08-08T19:50:00,2025-08-09T04:45:00,535,1036.98,Economy,46,Other,Airbus A350,0.75
AB5491,Air Berlin,AB,SFO,CDG,Europe,2024-12-19T15:11:00,2024-12-19T19:03:00,232,161.97,Business,121,Low Fare,Boeing 787,0.78
OY9087,Omni Air International,OY,SFO,YVR,Canada,2024-07-09T06:56:00,2024-07-09T18:00:00,664,1426.54,Premium Economy,152,Other,Boeing 737,0.83
SR8326,Swissair,SR,SFO,DXB,Middle East,2025-08-31T19:30:00,2025-09-01T07:26:00,716,800.98,Business,111,Other,Boeing 787,0.74
Z04089,"Norse Atlantic UK, Ltd.",Z0,SFO,CDG,Europe,2024-08-28T16:04:00,2024-08-28T21:29:00,325,184.29,Economy,114,Low Fare,Airbus A320,0.75
QQ2133,Reno Air,QQ,SFO,DXB,Middle East,2024-06-24T07:58:00,2024-06-24T09:49:00,111,306.42,Business,151,Low Fare,Airbus A320,0.83
CX6631,Cathay Pacific,CX,SFO,JFK,US,2024-01-14T14:58:00,2024-01-14T20:51:00,353,548.04,Premium Economy,133,Other,Airbus A350,0.74
N75822,National Airlines,N7,SFO,SJO,Central America,2024-06-03T02:26:00,2024-06-03T06:24:00,238,268.03,Business,168,Low Fare,Boeing 787,0.82
FJ6371,Air Pacific Limited dba Fiji Airways,FJ,SFO,LAX,Australia / Oceania,2025-10-27T07:40:00,2025-10-27T09:53:00,133,1448.91,Economy,43,Other,Boeing 787,0.81
AA4550,American Airlines,AA,SFO,MIA,US,2025-06-30T15:52:00,2025-06-30T18:26:00,154,1319.69,Premium Economy,130,Other,Airbus A320,0.83
SE7143,XL Airways France,SE,SFO,CUN,Mexico,2025-06-02T00:50:00,2025-06-02T10:18:00,568,1090.42,Premium Economy,11,Other,Boeing 737,0.91
AA9605,American Airlines,AA,SFO,MIA,US,2024-03-06T01:16:00,2024-03-06T06:45:00,329,370.52,Economy,146,Low Fare,Boeing 737,0.91
QF6247,Qantas Airways,QF,SFO,LAX,South America,2025-08-17T18:00:00,2025-08-17T21:01:00,181,1193.42,Premium Economy,116,Other,Airbus A320,0.72
AX7170,Trans States Airlines,AX,SFO,PTY,Central America,2024-10-22T01:26:00,2024-10-22T03:57:00,151,180.53,Economy,62,Low Fare,Boeing 787,0.84
S64299,Boeing Company,S6,SFO,MEX,Mexico,2025-02-02T16:32:00,2025-02-02T20:20:00,228,323.09,Business,21,Low Fare,Airbus A320,0.84
AX5407,Trans States Airlines,AX,SFO,YVR,Canada,2024-09-05T14:36:00,2024-09-05T23:40:00,544,378.14,Economy,170,Other,Airbus A350,0.78
5Y5700,"Atlas Air, Inc",5Y,SFO,DXB,Middle East,2025-04-18T14:00:00,2025-04-18T23:14:00,554,247.97,Economy,45,Low Fare,Airbus A350,0.87
UA9837,United Airlines - Pre 07/01/2013,UA,SFO,LAX,South America,2024-03-08T02:09:00,2024-03-08T09:14:00,425,406.51,Economy,83,Other,Boeing 737,0.89
BA2196,British Airways,BA,SFO,DOH,Middle East,2024-06-29T01:11:00,2024-06-29T02:27:00,76,1285.53,Economy,137,Other,Airbus A350,0.73
VX4859,Virgin America,VX,SFO,DXB,Middle East,2025-01-28T11:01:00,2025-01-28T18:34:00,453,326.32,Premium Economy,161,Low Fare,Airbus A320,0.93
ZG2882,ZIPAIR Tokyo Inc,ZG,SFO,YVR,Canada,2024-05-17T15:04:00,2024-05-18T02:17:00,673,162.3,Economy,122,Low Fare,Boeing 737,0.87
AS3996,Alaska Airlines,AS,SFO,LAX,South America,2025-07-17T05:11:00,2025-07-17T09:14:00,243,1458.22,Premium Economy,47,Other,Airbus A350,0.76
ZW8815,Air Wisconsin,ZW,SFO,FRA,Europe,2025-09-06T19:58:00,2025-09-07T04:20:00,502,598.82,Premium Economy,33,Other,Boeing 787,0.89
MQ8567,American Eagle Airlines,MQ,SFO,LHR,Europe,2025-08-23T23:44:00,2025-08-24T09:52:00,608,232.49,Premium Economy,198,Low Fare,Airbus A350,0.81
AZ1506,"Samsic Airport America, LLC",AZ,SFO,MIA,US,2024-03-15T14:14:00,2024-03-15T18:07:00,233,345.6,Business,59,Low Fare,Boeing 737,0.81
AZ9173,ITA Airways,AZ,SFO,LAX,Australia / Oceania,2025-06-14T09:30:00,2025-06-14T10:36:00,66,1234.64,Business,96,Other,Boeing 737,0.75
QF861,Qantas Airways,QF,SFO,LAX,Australia / Oceania,2025-08-23T19:08:00,2025-08-24T05:01:00,593,349.59,Business,186,Low Fare,Airbus A350,0.83
XP5055,Casino Express,XP,SFO,CUN,Mexico,2024-11-07T04:03:00,2024-11-07T14:47:00,644,149.12,Premium Economy,168,Low Fare,Boeing 787,0.73
TK7496,Turkish Airlines,TK,SFO,PTY,Central America,2025-10-04T15:31:00,2025-10-04T20:48:00,317,843.37,Business,154,Other,Airbus A320,0.79
AA8608,American Airlines,AA,SFO,PTY,Central America,2024-09-28T01:07:00,2024-09-28T05:56:00,289,476.3,Economy,134,Other,Boeing 787,0.89
SS6362,Corsairfly,SS,SFO,LAX,Australia / Oceania,2024-08-31T08:02:00,2024-08-31T11:25:00,203,1019.33,Premium Economy,50,Other,Boeing 737,0.7
QF3302,Swissport USA,QF,SFO,DOH,Middle East,2025-01-17T08:38:00,2025-01-17T14:24:00,346,769.54,Premium Economy,113,Other,Airbus A350,0.85
TA1767,"TACA International Airlines, S.A.",TA,SFO,DXB,Middle East,2024-07-08T07:58:00,2024-07-08T19:09:00,671,414.08,Business,26,Other,Airbus A320,0.72
KL2059,KLM Royal Dutch Airlines,KL,SFO,MEX,Mexico,2024-08-21T11:17:00,2024-08-21T15:59:00,282,364.99,Economy,75,Low Fare,Airbus A320,0.72
OY2182,Omni Air International,OY,SFO,YYZ,Canada,2024-02-17T17:18:00,2024-02-18T05:01:00,703,1188.52,Business,82,Other,Airbus A350,0.79
YX772,Midwest Airlines,YX,SFO,DOH,Middle East,2025-01-14T21:19:00,2025-01-15T07:19:00,600,344.04,Premium Economy,177,Other,Boeing 787,0.72
CM8681,North American Airlines,CM,SFO,ORD,US,2025-04-09T20:27:00,2025-04-10T03:07:00,400,255.3,Economy,51,Low Fare,Boeing 737,0.82
NH5740,"All Nippon Company Airways, Ltd.",NH,SFO,YUL,Canada,2025-09-06T14:46:00,2025-09-07T00:43:00,597,336.02,Business,32,Low Fare,Airbus A320,0.8
EI6913,"Aer Lingus, Ltd.",EI,SFO,LAX,South America,2025-08-04T12:35:00,2025-08-04T22:31:00,596,807.65,Business,80,Other,Boeing 737,0.8
AZ3903,Alitalia Airlines,AZ,SFO,LHR,Europe,2024-05-17T18:22:00,2024-05-17T21:45:00,203,1218.42,Economy,135,Other,Boeing 737,0.91
LH6694,Lufthansa German Airlines,LH,SFO,LAX,Australia / Oceania,2025-09-23T03:26:00,2025-09-23T08:21:00,295,369.85,Economy,59,Low Fare,Airbus A350,0.72
AZ7957,ITA Airways,AZ,SFO,AMS,Europe,2025-12-05T20:40:00,2025-12-06T01:56:00,316,325.27,Economy,32,Low Fare,Airbus A350,0.78
JX3887,Starlux Airlines Co. LTD,JX,SFO,LAX,Australia / Oceania,2024-09-23T02:21:00,2024-09-23T07:55:00,334,493.74,Premium Economy,127,Other,Boeing 787,0.71
KL9483,KLM Royal Dutch Airlines,KL,SFO,CUN,Mexico,2025-11-22T09:30:00,2025-11-22T12:08:00,158,796.92,Business,120,Other,Boeing 787,0.84
SS3193,Corsairfly,SS,SFO,MEX,Mexico,2025-12-19T21:05:00,2025-12-19T23:32:00,147,134.22,Economy,98,Low Fare,Boeing 787,0.75
CC6077,Air Atlanta Icelandic,CC,SFO,LAX,South America,2024-11-18T23:40:00,2024-11-19T10:08:00,628,281.82,Premium Economy,158,Low Fare,Airbus A320,0.7
QQ9325,Reno Air,QQ,SFO,PTY,Central America,2024-08-14T11:46:00,2024-08-14T14:29:00,163,1155.98,Premium Economy,81,Other,Boeing 787,0.72
AF3574,Air France,AF,SFO,MIA,US,2025-08-25T03:00:00,2025-08-25T09:48:00,408,178.81,Premium Economy,140,Low Fare,Airbus A320,0.81
UA1299,Swissport USA,UA,SFO,YYZ,Canada,2025-07-09T05:59:00,2025-07-09T07:40:00,101,195.47,Economy,65,Low Fare,Boeing 737,0.75
QK3620,Jazz Aviation,QK,SFO,PTY,Central America,2025-04-06T18:16:00,2025-04-06T23:41:00,325,307.05,Premium Economy,171,Other,Airbus A350,0.83
CP102,Compass Airlines,CP,SFO,NRT,Asia,2024-03-05T01:32:00,2024-03-05T09:40:00,488,165.6,Premium Economy,138,Low Fare,Boeing 787,0.91
DL1565,Delta Air Lines,DL,SFO,DXB,Middle East,2025-06-18T23:50:00,2025-06-19T05:05:00,315,266.3,Premium Economy,91,Low Fare,Boeing 787,0.79
BA6180,British Airways,BA,SFO,FRA,Europe,2025-11-26T19:40:00,2025-11-27T07:22:00,702,1449.93,Premium Economy,186,Other,Airbus A320,0.71
Z03190,"Norse Atlantic UK, Ltd.",Z0,SFO,FRA,Europe,2025-04-24T13:30:00,2025-04-24T21:30:00,480,367.07,Business,132,Other,Airbus A350,0.76
OO3137,Air Italy S.P.A,OO,SFO,CDG,Europe,2024-01-09T19:01:00,2024-01-10T04:12:00,551,362.82,Premium Economy,132,Low Fare,Airbus A320,0.95
A86310,Ameriflight,A8,SFO,MIA,US,2025-06-20T11:53:00,2025-06-20T19:28:00,455,304.93,Business,159,Low Fare,Airbus A350,0.9
TK8799,Turkish Airlines,TK,SFO,LAX,Australia / Oceania,2024-06-11T15:12:00,2024-06-12T03:10:00,718,135.17,Economy,74,Low Fare,Airbus A350,0.95
RW7048,Republic Airlines,RW,SFO,FRA,Europe,2024-07-23T09:26:00,2024-07-23T14:04:00,278,655.36,Business,113,Other,Boeing 737,0.95
VS3521,Virgin Atlantic,VS,SFO,DXB,Middle East,2024-09-27T04:39:00,2024-09-27T11:52:00,433,396.93,Economy,49,Low Fare,Airbus A350,0.95
OO4876,SkyWest Airlines,OO,SFO,FRA,Europe,2025-09-30T22:04:00,2025-10-01T01:57:00,233,269.2,Economy,26,Low Fare,Airbus A320,0.94
WN8876,Southwest Airlines,WN,SFO,SJO,Central America,2024-03-01T06:43:00,2024-03-01T14:32:00,469,528.78,Business,159,Other,Boeing 737,0.76
PR1478,Philippine Airlines,PR,SFO,SIN,Asia,2025-02-01T06:11:00,2025-02-01T16:43:00,632,146.02,Economy,61,Low Fare,Boeing 737,0.8
AY5643,Finnair,AY,SFO,YYZ,Canada,2025-05-18T00:37:00,2025-05-18T04:58:00,261,361.96,Premium Economy,101,Low Fare,Boeing 787,0.83
EV2660,Atlantic Southeast Airlines,EV,SFO,LAX,US,2025-08-23T12:27:00,2025-08-23T21:19:00,532,271.96,Premium Economy,171,Low Fare,Airbus A350,0.93
RW7160,Republic Airlines,RW,SFO,LAX,South America,2025-01-23T18:54:00,2025-01-24T03:22:00,508,741.37,Business,33,Other,Airbus A350,0.86
AM5339,Aeromexico,AM,SFO,PTY,Central America,2024-01-27T22:15:00,2024-01-28T09:55:00,700,1424.37,Premium Economy,131,Other,Boeing 787,0.9
TA6418,"TACA International Airlines, S.A.",TA,SFO,YYZ,Canada,2025-02-17T03:29:00,2025-02-17T13:08:00,579,1156.89,Economy,114,Other,Boeing 787,0.91
BA7051,Sobelair Airlines,BA,SFO,SJO,Central America,2025-07-20T10:29:00,2025-07-20T20:43:00,614,649.84,Economy,181,Other,Airbus A320,0.89
AI3823,Air India Limited,AI,SFO,DOH,Middle East,2024-05-05T14:45:00,2024-05-06T01:50:00,665,1150.63,Premium Economy,178,Other,Boeing 737,0.8
